block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
a_422110,8532,0,the Richmond District,100627,2_merged_5547552,5510691
a_422117,8532,0,the Richmond District,100629,2_merged_5547552,5510690
a_422118,8532,0,the Richmond District,100627,2_merged_5547552,5510693
a_422109,8532,0,the Richmond District,100629,2_merged_5547552,5510692
a_422106,8532,0,the Richmond District,100627,2_merged_5547552,5510695
a_422119,8532,0,the Richmond District,100629,2_merged_5547552,5510694
a_422112,8532,0,the Richmond District,100627,2_merged_5547552,5510697
a_422111,8532,0,the Richmond District,100629,2_merged_5547552,5510696
a_422854,1082,0,Caltrain Depot,100742,2_merged_5547552,5520933
a_424596,8539,1,Fort Mason,100694,1_merged_5547550,5543009
a_422848,1081,1,Beal & Howard,100744,1_merged_5547550,5520931
a_422853,1082,1,Sansome & Filbert,100745,1_merged_5547550,5520930
a_422858,1082,0,Caltrain Depot,100742,2_merged_5547552,5520937
a_422857,1082,0,Caltrain Depot,100742,2_merged_5547552,5520936
a_422856,1082,0,Caltrain Depot,100742,2_merged_5547552,5520935
a_422855,1082,0,Caltrain Depot,100742,2_merged_5547552,5520934
a_424607,8539,1,Fort Mason,100694,1_merged_5547550,5543000
a_424603,8539,1,Fort Mason,100694,1_merged_5547550,5543001
a_424605,8539,1,Fort Mason,100694,1_merged_5547550,5543002
a_424607,8539,1,Fort Mason,100694,1_merged_5547550,5543003
a_424597,8539,1,Fort Mason,100694,1_merged_5547550,5543004
a_421861,8539,1,Fort Mason,100694,1_merged_5547550,5543005
a_424599,8539,1,Fort Mason,100694,1_merged_5547550,5543006
a_424603,8539,1,Fort Mason,100694,1_merged_5547550,5543007
b_411977,8213,1,Transbay Terminal,96318,2_merged_5547555,5398808
b_411965,8213,1,Transbay Terminal,96318,2_merged_5547555,5398809
b_409978,8213,1,Transbay Terminal,96318,2_merged_5547555,5398802
b_411972,8213,1,Transbay Terminal,96318,2_merged_5547555,5398803
b_411970,8213,1,Transbay Terminal,96318,2_merged_5547555,5398800
b_411971,8213,1,Transbay Terminal,96318,2_merged_5547555,5398801
b_411975,8213,1,Transbay Terminal,96318,2_merged_5547555,5398806
b_411977,8213,1,Transbay Terminal,96318,2_merged_5547555,5398807
b_411973,8213,1,Transbay Terminal,96318,2_merged_5547555,5398804
b_411974,8213,1,Transbay Terminal,96318,2_merged_5547555,5398805
a_421531,8522,0,the Mission District,100515,1_merged_5547550,5503538
a_421529,8522,0,the Mission District,100515,1_merged_5547550,5503539
a_421530,8522,0,the Mission District,100515,1_merged_5547550,5503534
a_421526,8522,0,the Mission District,100515,1_merged_5547550,5503535
a_421528,8522,0,the Mission District,100515,1_merged_5547550,5503536
a_421527,8522,0,the Mission District,100515,1_merged_5547550,5503537
a_421527,8522,0,the Mission District,100515,1_merged_5547550,5503530
a_421531,8522,0,the Mission District,100515,1_merged_5547550,5503531
a_421529,8522,0,the Mission District,100515,1_merged_5547550,5503532
a_421525,8522,0,the Mission District,100515,1_merged_5547550,5503533
b_408901,1900_merged_5547542,1,Downtown,95798,2_merged_5547555,5358619
b_417153,8180,0,the Crocker-Amazon District,96044,1_merged_5547553,5374567
b_417146,8180,0,the Crocker-Amazon District,96044,1_merged_5547553,5374566
b_417144,8180,0,the Crocker-Amazon District,96044,1_merged_5547553,5374565
b_417157,8180,0,the Crocker-Amazon District,96044,1_merged_5547553,5374564
b_417142,8180,0,the Crocker-Amazon District,96044,1_merged_5547553,5374563
b_417155,8180,0,the Crocker-Amazon District,96044,1_merged_5547553,5374562
b_417154,8180,0,the Crocker-Amazon District,96044,1_merged_5547553,5374561
b_417147,8180,0,the Crocker-Amazon District,96044,1_merged_5547553,5374560
b_417149,8180,0,the Crocker-Amazon District,96044,1_merged_5547553,5374569
b_417148,8180,0,the Crocker-Amazon District,96044,1_merged_5547553,5374568
b_410604,8190,1,Market St.,96117,3_merged_5547554,5381148
b_408903,1900_merged_5547542,1,Downtown,95798,2_merged_5547555,5358613
b_408898,1900_merged_5547542,1,Downtown,95798,2_merged_5547555,5358612
b_408900,1900_merged_5547542,1,Downtown,95798,2_merged_5547555,5358611
a_421309,8521,0,the Bayview District,100496,1_merged_5547550,5542357
a_424573,8521,0,the Bayview District,100496,1_merged_5547550,5542356
a_421310,8521,0,the Bayview District,100496,1_merged_5547550,5542355
a_421313,8521,0,the Bayview District,100496,1_merged_5547550,5542354
a_421311,8521,0,the Bayview District,100496,1_merged_5547550,5542353
a_424569,8521,0,the Bayview District,100496,1_merged_5547550,5542352
a_424567,8521,0,the Bayview District,100496,1_merged_5547550,5542351
a_421312,8521,0,the Bayview District,100496,1_merged_5547550,5542350
b_408899,1900_merged_5547542,1,Downtown,95798,2_merged_5547555,5358617
a_424575,8521,0,the Bayview District,100496,1_merged_5547550,5542359
a_424571,8521,0,the Bayview District,100496,1_merged_5547550,5542358
b_408902,1900_merged_5547542,1,Downtown,95798,2_merged_5547555,5358615
b_408896,1900_merged_5547542,1,Downtown,95798,2_merged_5547555,5358614
a_420713,1110,1,Fisherman's Wharf,100391,2_merged_5547552,5493576
a_420714,1110,1,Fisherman's Wharf,100391,2_merged_5547552,5493577
a_420721,1110,1,Fisherman's Wharf,100391,2_merged_5547552,5493574
a_420722,1110,1,Fisherman's Wharf,100391,2_merged_5547552,5493575
a_420704,1110,1,Fisherman's Wharf,100391,2_merged_5547552,5493572
a_420705,1110,1,Fisherman's Wharf,100391,2_merged_5547552,5493573
a_420719,1110,1,Fisherman's Wharf,100391,2_merged_5547552,5493570
a_420720,1110,1,Fisherman's Wharf,100391,2_merged_5547552,5493571
a_420715,1110,1,Fisherman's Wharf,100391,2_merged_5547552,5493578
a_420716,1110,1,Fisherman's Wharf,100391,2_merged_5547552,5493579
b_409455,1028_merged_5547547,0,Daly City Station,95904,1_merged_5547553,5365949
b_409443,1028_merged_5547547,0,Daly City Station,95904,1_merged_5547553,5365948
b_409453,1028_merged_5547547,0,Daly City Station,95904,1_merged_5547553,5365943
b_409452,1028_merged_5547547,0,Daly City Station,95904,1_merged_5547553,5365942
b_409446,1028_merged_5547547,0,Daly City Station,95904,1_merged_5547553,5365941
b_409451,1028_merged_5547547,0,Daly City Station,95904,1_merged_5547553,5365940
b_409450,1028_merged_5547547,0,Daly City Station,95904,1_merged_5547553,5365947
b_409454,1028_merged_5547547,0,Daly City Station,95904,1_merged_5547553,5365946
b_409449,1028_merged_5547547,0,Daly City Station,95904,1_merged_5547553,5365945
b_409448,1028_merged_5547547,0,Daly City Station,95904,1_merged_5547553,5365944
a_422761,1060_merged_5547536,1,Powell & Market,100717,1_merged_5547550,5518408
b_411034,1196_merged_5547549,1,Visitacion Valley via Downtown,96225,2_merged_5547555,5388098
b_409913,8176,1,the Haight-Ashbury District,96008,1_merged_5547553,5371937
b_409916,8176,1,the Haight-Ashbury District,96008,1_merged_5547553,5371936
b_409915,8176,1,the Haight-Ashbury District,96008,1_merged_5547553,5371935
b_409914,8176,1,the Haight-Ashbury District,96008,1_merged_5547553,5371934
b_409913,8176,1,the Haight-Ashbury District,96008,1_merged_5547553,5371933
b_409916,8176,1,the Haight-Ashbury District,96008,1_merged_5547553,5371932
b_409915,8176,1,the Haight-Ashbury District,96008,1_merged_5547553,5371931
b_409914,8176,1,the Haight-Ashbury District,96008,1_merged_5547553,5371930
b_409915,8176,1,the Haight-Ashbury District,96008,1_merged_5547553,5371939
b_409914,8176,1,the Haight-Ashbury District,96008,1_merged_5547553,5371938
b_411332,8205,0,Castro Station via Downtown,96250,2_merged_5547555,5392858
b_409178,8163,0,Golden Gate Park,95856,1_merged_5547553,5361974
a_421168,8514,1,West Portal Station,100437,3_merged_5547551,5498403
a_421167,8514,1,West Portal Station,100437,3_merged_5547551,5498402
a_421168,8514,1,West Portal Station,100437,3_merged_5547551,5498401
a_421167,8514,1,West Portal Station,100437,3_merged_5547551,5498400
a_421167,8514,1,West Portal Station,100437,3_merged_5547551,5498407
a_421168,8514,1,West Portal Station,100437,3_merged_5547551,5498406
a_421167,8514,1,West Portal Station,100437,3_merged_5547551,5498405
a_421167,8514,1,West Portal Station,100437,3_merged_5547551,5498404
a_422773,1059_merged_5547539,0,Taylor & Bay,100710,2_merged_5547552,5518574
a_422774,1060_merged_5547536,0,Hyde & Beach,100713,2_merged_5547552,5518575
a_421169,8515,0,Stonestown,100439,1_merged_5547550,5498409
a_421168,8514,1,West Portal Station,100437,3_merged_5547551,5498408
a_422769,1059_merged_5547539,0,Taylor & Bay,100710,2_merged_5547552,5518570
a_422770,1060_merged_5547536,0,Hyde & Beach,100713,2_merged_5547552,5518571
a_422771,1059_merged_5547539,0,Taylor & Bay,100710,2_merged_5547552,5518572
a_422772,1060_merged_5547536,0,Hyde & Beach,100713,2_merged_5547552,5518573
b_409223,8164,0,Potrero Hill,95861,1_merged_5547553,5362704
b_409236,8164,0,Potrero Hill,95861,1_merged_5547553,5362705
b_409232,8164,0,Potrero Hill,95861,1_merged_5547553,5362706
b_409219,8164,0,Potrero Hill,95861,1_merged_5547553,5362707
b_409232,8164,0,Potrero Hill,95860,1_merged_5547553,5362700
b_409220,8164,0,Potrero Hill,95860,1_merged_5547553,5362701
b_409228,8164,0,Potrero Hill,95861,1_merged_5547553,5362702
b_409233,8164,0,Potrero Hill,95861,1_merged_5547553,5362703
b_409179,8163,0,Golden Gate Park,95856,1_merged_5547553,5361975
b_409219,8164,0,Potrero Hill,95861,1_merged_5547553,5362708
b_409232,8164,0,Potrero Hill,95861,1_merged_5547553,5362709
a_422727,8541,1,Bayview District,100702,2_merged_5547552,5517636
a_422728,8541,1,Bayview District,100702,2_merged_5547552,5517637
a_422725,8541,1,Bayview District,100702,2_merged_5547552,5517634
a_422726,8541,1,Bayview District,100702,2_merged_5547552,5517635
a_422729,8541,1,Bayview District,100702,2_merged_5547552,5517632
a_422724,8541,1,Bayview District,100702,2_merged_5547552,5517633
a_422727,8541,1,Bayview District,100702,2_merged_5547552,5517630
a_422728,8541,1,Bayview District,100702,2_merged_5547552,5517631
a_422729,8541,1,Bayview District,100702,2_merged_5547552,5517638
a_422724,8541,1,Bayview District,100702,2_merged_5547552,5517639
b_411819,1115,0,Daly City,96308,1_merged_5547553,5397673
a_422949,1093_merged_5547535,0,Ocean Beach via Downtown,100766,3_merged_5547551,5522214
a_422945,1093_merged_5547535,0,Ocean Beach via Downtown,100766,3_merged_5547551,5522215
a_422950,1093_merged_5547535,0,Ocean Beach via Downtown,100766,3_merged_5547551,5522216
a_422939,1093_merged_5547535,0,Ocean Beach via Downtown,100766,3_merged_5547551,5522217
a_422952,1093_merged_5547535,0,Ocean Beach via Downtown,100766,3_merged_5547551,5522210
a_422942,1093_merged_5547535,0,Ocean Beach via Downtown,100766,3_merged_5547551,5522211
a_422943,1093_merged_5547535,0,Ocean Beach via Downtown,100766,3_merged_5547551,5522212
a_422944,1093_merged_5547535,0,Ocean Beach via Downtown,100766,3_merged_5547551,5522213
a_422811,8545,0,Van Ness Av.,100732,1_merged_5547550,5519765
a_422951,1093_merged_5547535,0,Ocean Beach via Downtown,100766,3_merged_5547551,5522218
a_422940,1093_merged_5547535,0,Ocean Beach via Downtown,100766,3_merged_5547551,5522219
b_410368,8183,0,West Portal Station,96062,2_merged_5547555,5376688
b_410367,8183,0,West Portal Station,96062,2_merged_5547555,5376689
b_410367,8183,0,West Portal Station,96062,2_merged_5547555,5376684
b_410369,8183,0,West Portal Station,96062,2_merged_5547555,5376685
b_410370,8183,0,West Portal Station,96062,2_merged_5547555,5376686
b_410371,8183,0,West Portal Station,96062,2_merged_5547555,5376687
b_410369,8183,0,West Portal Station,96062,2_merged_5547555,5376680
b_410370,8183,0,West Portal Station,96062,2_merged_5547555,5376681
b_410371,8183,0,West Portal Station,96062,2_merged_5547555,5376682
b_410368,8183,0,West Portal Station,96062,2_merged_5547555,5376683
a_424265,8568,0,48th Avenue,100932,2_merged_5547552,5538099
a_424264,8568,0,48th Avenue,100932,2_merged_5547552,5538098
a_424261,8568,0,48th Avenue,100932,2_merged_5547552,5538095
a_424252,8568,1,Transbay Terminal,100934,1_merged_5547550,5538094
a_424263,8568,0,48th Avenue,100932,2_merged_5547552,5538097
a_424262,8568,0,48th Avenue,100932,2_merged_5547552,5538096
a_424250,8568,1,Transbay Terminal,100934,1_merged_5547550,5538091
a_422073,8568,1,Transbay Terminal,100934,1_merged_5547550,5538090
a_422072,8568,1,Transbay Terminal,100934,1_merged_5547550,5538093
a_424255,8568,1,Transbay Terminal,100934,1_merged_5547550,5538092
b_410582,1060_merged_5547545,1,Washington & Mason,96102,3_merged_5547554,5380199
b_410574,1060_merged_5547545,0,Hyde & Beach,96097,3_merged_5547554,5380198
b_410570,1059_merged_5547548,0,Taylor & Bay,96095,3_merged_5547554,5380195
b_410571,1060_merged_5547545,0,Hyde & Beach,96097,3_merged_5547554,5380194
b_410573,1060_merged_5547545,0,Hyde & Beach,96096,3_merged_5547554,5380197
b_410572,1059_merged_5547548,0,Taylor & Bay,96094,3_merged_5547554,5380196
b_410564,1059_merged_5547548,0,Taylor & Bay,96095,3_merged_5547554,5380191
b_410566,1060_merged_5547545,0,Hyde & Beach,96097,3_merged_5547554,5380190
b_410569,1060_merged_5547545,0,Hyde & Beach,96096,3_merged_5547554,5380193
b_410568,1059_merged_5547548,0,Taylor & Bay,96094,3_merged_5547554,5380192
b_409026,8157,0,Daly City,95811,2_merged_5547555,5360184
b_409901,8174,0,Diamond Heights,95996,1_merged_5547553,5371479
b_410421,8184,0,City College,96074,3_merged_5547554,5377481
b_410430,8184,0,City College,96074,3_merged_5547554,5377480
b_410427,8184,0,City College,96074,3_merged_5547554,5377483
b_410418,8184,0,City College,96074,3_merged_5547554,5377482
b_410423,8184,0,City College,96073,3_merged_5547554,5377485
b_410422,8184,0,City College,96073,3_merged_5547554,5377484
b_410425,8184,0,City College,96073,3_merged_5547554,5377487
b_410424,8184,0,City College,96073,3_merged_5547554,5377486
b_410428,8184,0,City College,96073,3_merged_5547554,5377489
b_410427,8184,0,City College,96073,3_merged_5547554,5377488
a_422498,8537,1,Fisherman's Wharf,100677,2_merged_5547552,5515094
a_422496,8537,1,Fisherman's Wharf,100677,2_merged_5547552,5515095
a_422497,8537,1,Fisherman's Wharf,100677,2_merged_5547552,5515096
a_422501,8537,1,Fisherman's Wharf,100677,2_merged_5547552,5515097
a_422506,8537,1,Fisherman's Wharf,100677,2_merged_5547552,5515090
a_422503,8537,1,Fisherman's Wharf,100677,2_merged_5547552,5515091
a_422505,8537,1,Fisherman's Wharf,100677,2_merged_5547552,5515092
a_422504,8537,1,Fisherman's Wharf,100677,2_merged_5547552,5515093
b_411779,8209,0,Treasure Island,96294,1_merged_5547553,5396754
b_411780,8209,0,Treasure Island,96294,1_merged_5547553,5396755
b_411781,8209,0,Treasure Island,96294,1_merged_5547553,5396756
a_424823,8535,1,the Marina District,100662,1_merged_5547550,5544767
a_422503,8537,1,Fisherman's Wharf,100677,2_merged_5547552,5515098
a_422499,8537,1,Fisherman's Wharf,100677,2_merged_5547552,5515099
b_411779,8209,0,Treasure Island,96294,1_merged_5547553,5396752
b_411780,8209,0,Treasure Island,96294,1_merged_5547553,5396753
a_424819,8535,1,the Marina District,100662,1_merged_5547550,5544768
b_408567,1006,1,Downtown,95768,2_merged_5547555,5355217
a_424803,8535,1,the Marina District,100662,1_merged_5547550,5544769
b_408573,1071,1,Downtown,95770,2_merged_5547555,5355210
b_408558,1006,1,Downtown,95768,2_merged_5547555,5355211
b_409027,8157,0,Daly City,95811,2_merged_5547555,5360186
b_408570,1071,1,Downtown,95770,2_merged_5547555,5355212
b_408552,1006,1,Downtown,95768,2_merged_5547555,5355213
b_410649,1081,1,Beal & Howard,96128,2_merged_5547555,5381822
b_410644,1082,1,Sansome & Filbert,96129,2_merged_5547555,5381823
b_409730,8184,1,Union & Van Ness,96080,1_merged_5547553,5377159
b_410399,8184,1,Mission St. & 30 th St.,96079,1_merged_5547553,5377158
b_410649,1082,1,Sansome & Filbert,96129,2_merged_5547555,5381826
b_410644,1081,1,Beal & Howard,96128,2_merged_5547555,5381827
b_409088,1081,1,Beal & Howard,96128,2_merged_5547555,5381824
b_410648,1081,1,Beal & Howard,96128,2_merged_5547555,5381825
b_410402,8184,1,Mission St. & 30 th St.,96079,1_merged_5547553,5377153
a_422107,8532,1,Downtown,100636,2_merged_5547552,5510848
b_410391,8184,1,Fort Mason,96078,1_merged_5547553,5377151
b_410389,8184,1,Fort Mason,96078,1_merged_5547553,5377150
b_410394,8184,1,Mission St. & 30 th St.,96079,1_merged_5547553,5377157
b_409727,8184,1,Fort Mason,96078,1_merged_5547553,5377156
b_410393,8184,1,Fort Mason,96078,1_merged_5547553,5377155
a_424648,1901,1,Downtown,100413,1_merged_5547550,5543614
a_420570,1006,1,Downtown,100380,3_merged_5547551,5491912
a_420571,1071,1,Downtown,100382,3_merged_5547551,5491913
a_420553,1006,1,Downtown,100380,3_merged_5547551,5491910
a_420564,1071,1,Downtown,100382,3_merged_5547551,5491911
a_420555,1006,1,Downtown,100380,3_merged_5547551,5491916
a_420557,1071,1,Downtown,100382,3_merged_5547551,5491917
a_420554,1006,1,Downtown,100380,3_merged_5547551,5491914
a_420566,1071,1,Downtown,100382,3_merged_5547551,5491915
b_417187,1198,0,San Francisco Zoo,96214,1_merged_5547553,5450591
b_417194,1198,0,San Francisco Zoo,96214,1_merged_5547553,5450590
a_420562,1006,1,Downtown,100380,3_merged_5547551,5491918
a_420559,1071,1,Downtown,100382,3_merged_5547551,5491919
b_417184,1198,0,San Francisco Zoo,96214,1_merged_5547553,5450595
b_417195,1198,0,San Francisco Zoo,96214,1_merged_5547553,5450594
b_417198,1198,0,San Francisco Zoo,96214,1_merged_5547553,5450597
b_417197,1198,0,San Francisco Zoo,96214,1_merged_5547553,5450596
a_422111,8532,1,Downtown,100636,2_merged_5547552,5510844
a_424653,1900_merged_5547533,1,Downtown,100404,1_merged_5547550,5543618
a_422524,8538,1,Potrero Hill,100684,1_merged_5547550,5515365
a_422824,8545,0,Van Ness Av.,100732,3_merged_5547551,5520216
a_422824,8545,1,Market St.,100733,3_merged_5547551,5520217
a_422820,8545,0,Van Ness Av.,100732,3_merged_5547551,5520214
a_422820,8545,0,Van Ness Av.,100732,3_merged_5547551,5520215
a_422821,8545,0,Van Ness Av.,100732,3_merged_5547551,5520212
a_422822,8545,0,Van Ness Av.,100732,3_merged_5547551,5520213
a_422824,8545,0,Van Ness Av.,100732,3_merged_5547551,5520210
a_422823,8545,0,Van Ness Av.,100732,3_merged_5547551,5520211
a_420409,8507,0,Ocean Beach,100363,3_merged_5547551,5490065
a_420412,8507,0,Ocean Beach,100363,3_merged_5547551,5490064
a_420414,8507,0,Ocean Beach,100363,3_merged_5547551,5490067
a_420413,8507,0,Ocean Beach,100363,3_merged_5547551,5490066
a_420409,8507,0,Ocean Beach,100362,3_merged_5547551,5490061
a_420408,8507,0,Ocean Beach,100362,3_merged_5547551,5490060
a_420411,8507,0,Ocean Beach,100362,3_merged_5547551,5490063
a_422821,8545,1,Market St.,100733,3_merged_5547551,5520219
b_409434,8167,1,Jackson & Van Ness,95902,2_merged_5547555,5365767
b_409900,8174,0,Diamond Heights,95996,1_merged_5547553,5371472
b_409433,8167,1,Jackson & Van Ness,95902,2_merged_5547555,5365766
a_423227,1199,0,Balboa Park Station,100832,2_merged_5547552,5526720
b_409861,8173,0,General Hospital,95990,1_merged_5547553,5370834
b_409901,8174,0,Diamond Heights,95996,1_merged_5547553,5371473
b_409432,8167,1,Jackson & Van Ness,95902,2_merged_5547555,5365769
b_409431,8167,1,Jackson & Van Ness,95902,2_merged_5547555,5365768
b_408871,1900_merged_5547542,1,Downtown,95792,1_merged_5547553,5358443
b_424924,8180,0,the Crocker-Amazon District,96044,3_merged_5547554,5451529
b_416630,1033,1,Downtown,96288,1_merged_5547553,5396286
b_411569,1032,1,Downtown,96291,1_merged_5547553,5396287
b_416632,1034,1,Downtown,96289,1_merged_5547553,5396284
b_411557,1031,1,Downtown,96290,1_merged_5547553,5396285
b_411556,1038,1,Downtown,96292,1_merged_5547553,5396282
b_411566,1039,1,Downtown,96293,1_merged_5547553,5396283
b_410500,8186,0,Daly City BART,96085,1_merged_5547553,5378338
b_410501,8186,0,Daly City BART,96085,1_merged_5547553,5378339
b_410498,8186,0,Daly City BART,96085,1_merged_5547553,5378336
b_410499,8186,0,Daly City BART,96085,1_merged_5547553,5378337
b_410495,8186,0,Daly City BART,96085,1_merged_5547553,5378334
b_410497,8186,0,Daly City BART,96085,1_merged_5547553,5378335
b_410498,8186,0,Daly City BART,96085,1_merged_5547553,5378332
b_410496,8186,0,Daly City BART,96085,1_merged_5547553,5378333
b_410496,8186,0,Daly City BART,96085,1_merged_5547553,5378330
b_410497,8186,0,Daly City BART,96085,1_merged_5547553,5378331
b_411795,8209,0,Treasure Island,96294,3_merged_5547554,5397155
b_411795,8209,0,Treasure Island,96294,3_merged_5547554,5397154
b_411795,8209,0,Treasure Island,96294,3_merged_5547554,5397157
b_411795,8209,0,Treasure Island,96294,3_merged_5547554,5397156
b_411794,8209,1,Transbay Terminal,96295,2_merged_5547555,5397151
b_411794,8209,1,Transbay Terminal,96295,2_merged_5547555,5397150
b_411793,8209,1,Transbay Terminal,96295,2_merged_5547555,5397153
b_411792,8209,1,Transbay Terminal,96295,2_merged_5547555,5397152
b_410842,8209,0,Treasure Island,96294,3_merged_5547554,5397159
b_411795,8209,0,Treasure Island,96294,3_merged_5547554,5397158
b_408215,8150,0,the Richmond District,95730,1_merged_5547553,5350374
b_411972,8213,0,48th Avenue,96316,2_merged_5547555,5398733
b_409612,8170,1,Baker Beach,95949,1_merged_5547553,5367129
b_408197,8150,0,the Richmond District,95730,1_merged_5547553,5350375
b_409150,8161,0,Hunter's Point,95830,3_merged_5547554,5361644
b_408377,8152,1,Market & Jones ,95761,1_merged_5547553,5353220
b_408214,8150,0,the Richmond District,95730,1_merged_5547553,5350376
b_411057,1199,1,Downtown,96242,3_merged_5547554,5388641
b_408204,8150,0,the Richmond District,95730,1_merged_5547553,5350377
a_421853,1045,0,the Presidio,100581,1_merged_5547550,5506119
a_421855,1045,0,the Presidio,100581,1_merged_5547550,5506118
b_411056,1199,1,Downtown,96242,3_merged_5547554,5388640
a_421856,1045,0,the Presidio,100581,1_merged_5547550,5506115
a_421859,1045,0,the Presidio,100581,1_merged_5547550,5506114
a_421856,1045,0,the Presidio,100581,1_merged_5547550,5506117
a_421852,1045,0,the Presidio,100581,1_merged_5547550,5506116
a_421856,1045,0,the Presidio,100581,1_merged_5547550,5506111
a_421859,1045,0,the Presidio,100581,1_merged_5547550,5506110
a_421852,1045,0,the Presidio,100581,1_merged_5547550,5506113
a_421855,1045,0,the Presidio,100581,1_merged_5547550,5506112
b_408912,1900_merged_5547542,1,Downtown,95798,3_merged_5547554,5358745
b_408908,1900_merged_5547542,1,Downtown,95798,3_merged_5547554,5358744
a_424116,8568,0,48th Avenue,100932,1_merged_5547550,5537878
a_424252,8568,0,48th Avenue,100932,1_merged_5547550,5537879
b_408906,1900_merged_5547542,1,Downtown,95798,3_merged_5547554,5358741
b_408905,1900_merged_5547542,1,Downtown,95798,3_merged_5547554,5358740
b_408907,1900_merged_5547542,1,Downtown,95798,3_merged_5547554,5358743
b_408910,1900_merged_5547542,1,Downtown,95798,3_merged_5547554,5358742
a_422083,8568,0,48th Avenue,100932,1_merged_5547550,5537872
a_422073,8568,0,48th Avenue,100932,1_merged_5547550,5537873
a_424260,8568,0,48th Avenue,100932,1_merged_5547550,5537870
a_422074,8568,0,48th Avenue,100932,1_merged_5547550,5537871
